Report Date,Health District,Age Group Type,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
11/20/2023,Loudoun,Case Age Group,80+ Years,2459,499,255
11/20/2023,Loudoun,Case Age Group,Missing,62,0,0
11/20/2023,Prince William,Case Age Group,0-9 Years,15538,220,0
11/20/2023,Prince William,Case Age Group,10-19 Years,18551,185,0
11/20/2023,Prince William,Case Age Group,20-29 Years,25334,365,10
11/20/2023,Prince William,Case Age Group,30-39 Years,25575,513,26
11/20/2023,Prince William,Case Age Group,40-49 Years,24286,618,46
11/20/2023,Prince William,Case Age Group,50-59 Years,21167,749,107
11/20/2023,Prince William,Case Age Group,60-69 Years,12057,597,196
11/20/2023,Prince William,Case Age Group,70-79 Years,5665,488,231
11/20/2023,Prince William,Case Age Group,80+ Years,2972,364,336
11/20/2023,Prince William,Case Age Group,Missing,186,0,0
11/19/2023,Alexandria,Case Age Group,0-9 Years,5271,17,0
11/19/2023,Alexandria,Case Age Group,10-19 Years,3698,18,0
11/19/2023,Alexandria,Case Age Group,20-29 Years,8442,42,2
11/19/2023,Alexandria,Case Age Group,30-39 Years,11015,102,3
11/19/2023,Alexandria,Case Age Group,40-49 Years,7246,122,13
11/19/2023,Alexandria,Case Age Group,50-59 Years,5281,148,24
11/19/2023,Alexandria,Case Age Group,60-69 Years,3281,157,38
11/19/2023,Alexandria,Case Age Group,70-79 Years,1759,129,59
11/19/2023,Alexandria,Case Age Group,80+ Years,1104,112,95
11/19/2023,Alexandria,Case Age Group,Missing,6,0,0
11/19/2023,Arlington,Case Age Group,0-9 Years,6779,29,1
11/19/2023,Arlington,Case Age Group,10-19 Years,6415,17,0
11/19/2023,Arlington,Case Age Group,20-29 Years,16783,51,0
11/19/2023,Arlington,Case Age Group,30-39 Years,13666,100,2
11/19/2023,Arlington,Case Age Group,40-49 Years,9857,133,18
11/19/2023,Arlington,Case Age Group,50-59 Years,7058,192,26
11/19/2023,Arlington,Case Age Group,60-69 Years,4251,229,48
11/19/2023,Arlington,Case Age Group,70-79 Years,2510,285,85
11/19/2023,Arlington,Case Age Group,80+ Years,1561,365,191
11/19/2023,Arlington,Case Age Group,Missing,10,0,0
11/19/2023,Fairfax,Case Age Group,0-9 Years,28255,113,1
11/19/2023,Fairfax,Case Age Group,10-19 Years,32996,75,1
11/19/2023,Fairfax,Case Age Group,20-29 Years,44637,215,8
11/19/2023,Fairfax,Case Age Group,30-39 Years,46002,398,23
11/19/2023,Fairfax,Case Age Group,40-49 Years,42529,614,48
11/19/2023,Fairfax,Case Age Group,50-59 Years,37244,874,137
11/19/2023,Fairfax,Case Age Group,60-69 Years,25529,1007,232
11/19/2023,Fairfax,Case Age Group,70-79 Years,13485,929,378
11/19/2023,Fairfax,Case Age Group,80+ Years,9600,1301,971
11/19/2023,Fairfax,Case Age Group,Missing,26,0,0
11/19/2023,Loudoun,Case Age Group,0-9 Years,11697,66,0
11/19/2023,Loudoun,Case Age Group,10-19 Years,14602,25,2
11/19/2023,Loudoun,Case Age Group,20-29 Years,13871,70,3
11/19/2023,Loudoun,Case Age Group,30-39 Years,16255,155,3
11/19/2023,Loudoun,Case Age Group,40-49 Years,17666,256,13
11/19/2023,Loudoun,Case Age Group,50-59 Years,14937,335,30
11/19/2023,Loudoun,Case Age Group,60-69 Years,7659,325,46
11/19/2023,Loudoun,Case Age Group,70-79 Years,3782,398,100
11/19/2023,Loudoun,Case Age Group,80+ Years,2459,499,255
11/19/2023,Loudoun,Case Age Group,Missing,62,0,0
11/19/2023,Prince William,Case Age Group,0-9 Years,15532,220,0
11/19/2023,Prince William,Case Age Group,10-19 Years,18549,185,0
11/19/2023,Prince William,Case Age Group,20-29 Years,25330,365,10
11/19/2023,Prince William,Case Age Group,30-39 Years,25571,513,26
11/19/2023,Prince William,Case Age Group,40-49 Years,24286,618,46
11/19/2023,Prince William,Case Age Group,50-59 Years,21162,749,107
11/19/2023,Prince William,Case Age Group,60-69 Years,12053,597,196
11/19/2023,Prince William,Case Age Group,70-79 Years,5660,488,231
11/19/2023,Prince William,Case Age Group,80+ Years,2972,364,336
11/19/2023,Prince William,Case Age Group,Missing,186,0,0
11/18/2023,Alexandria,Case Age Group,0-9 Years,5271,17,0
11/18/2023,Alexandria,Case Age Group,10-19 Years,3698,18,0
11/18/2023,Alexandria,Case Age Group,20-29 Years,8442,42,2
11/18/2023,Alexandria,Case Age Group,30-39 Years,11014,102,3
11/18/2023,Alexandria,Case Age Group,40-49 Years,7245,122,13
11/18/2023,Alexandria,Case Age Group,50-59 Years,5281,148,24
11/18/2023,Alexandria,Case Age Group,60-69 Years,3281,157,38
11/18/2023,Alexandria,Case Age Group,70-79 Years,1758,129,59
11/18/2023,Alexandria,Case Age Group,80+ Years,1104,112,95
11/18/2023,Alexandria,Case Age Group,Missing,6,0,0
11/18/2023,Arlington,Case Age Group,0-9 Years,6779,29,1
11/18/2023,Arlington,Case Age Group,10-19 Years,6415,17,0
11/18/2023,Arlington,Case Age Group,20-29 Years,16782,51,0
11/18/2023,Arlington,Case Age Group,30-39 Years,13664,100,2
11/18/2023,Arlington,Case Age Group,40-49 Years,9857,133,18
11/18/2023,Arlington,Case Age Group,50-59 Years,7058,192,26
11/18/2023,Arlington,Case Age Group,60-69 Years,4250,229,48
11/18/2023,Arlington,Case Age Group,70-79 Years,2508,285,85
11/18/2023,Arlington,Case Age Group,80+ Years,1560,365,191
11/18/2023,Arlington,Case Age Group,Missing,10,0,0
11/18/2023,Fairfax,Case Age Group,0-9 Years,28253,113,1
11/18/2023,Fairfax,Case Age Group,10-19 Years,32993,75,1
11/18/2023,Fairfax,Case Age Group,20-29 Years,44631,215,8
11/18/2023,Fairfax,Case Age Group,30-39 Years,45999,398,23
11/18/2023,Fairfax,Case Age Group,40-49 Years,42525,613,48
11/18/2023,Fairfax,Case Age Group,50-59 Years,37237,874,137
11/18/2023,Fairfax,Case Age Group,60-69 Years,25522,1007,232
11/18/2023,Fairfax,Case Age Group,70-79 Years,13481,929,378
11/18/2023,Fairfax,Case Age Group,80+ Years,9594,1301,971
11/18/2023,Fairfax,Case Age Group,Missing,26,0,0
11/18/2023,Loudoun,Case Age Group,0-9 Years,11695,66,0
11/18/2023,Loudoun,Case Age Group,10-19 Years,14599,25,2
11/18/2023,Loudoun,Case Age Group,20-29 Years,13870,70,3
11/18/2023,Loudoun,Case Age Group,30-39 Years,16253,155,3
11/18/2023,Loudoun,Case Age Group,40-49 Years,17658,256,13
11/18/2023,Loudoun,Case Age Group,50-59 Years,14935,335,30
11/18/2023,Loudoun,Case Age Group,60-69 Years,7655,325,46
11/18/2023,Loudoun,Case Age Group,70-79 Years,3782,398,100
11/18/2023,Loudoun,Case Age Group,80+ Years,2457,499,255
11/18/2023,Loudoun,Case Age Group,Missing,62,0,0
11/18/2023,Prince William,Case Age Group,0-9 Years,15531,220,0
11/18/2023,Prince William,Case Age Group,10-19 Years,18548,185,0
11/18/2023,Prince William,Case Age Group,20-29 Years,25327,365,10
11/18/2023,Prince William,Case Age Group,30-39 Years,25569,513,26
11/18/2023,Prince William,Case Age Group,40-49 Years,24283,618,46
11/18/2023,Prince William,Case Age Group,50-59 Years,21156,749,107
11/18/2023,Prince William,Case Age Group,60-69 Years,12050,597,196
11/18/2023,Prince William,Case Age Group,70-79 Years,5658,488,231
11/18/2023,Prince William,Case Age Group,80+ Years,2967,364,336
11/18/2023,Prince William,Case Age Group,Missing,186,0,0
11/17/2023,Alexandria,Case Age Group,0-9 Years,5271,17,0
11/17/2023,Alexandria,Case Age Group,10-19 Years,3696,18,0
11/17/2023,Alexandria,Case Age Group,20-29 Years,8441,42,2
11/17/2023,Alexandria,Case Age Group,30-39 Years,11010,102,3
11/17/2023,Alexandria,Case Age Group,40-49 Years,7246,122,13
11/17/2023,Alexandria,Case Age Group,50-59 Years,5281,148,24
11/17/2023,Alexandria,Case Age Group,60-69 Years,3279,157,38
11/17/2023,Alexandria,Case Age Group,70-79 Years,1758,129,59
11/17/2023,Alexandria,Case Age Group,80+ Years,1104,112,95
11/17/2023,Alexandria,Case Age Group,Missing,6,0,0
11/17/2023,Arlington,Case Age Group,0-9 Years,6779,29,1
11/17/2023,Arlington,Case Age Group,10-19 Years,6414,17,0
11/17/2023,Arlington,Case Age Group,20-29 Years,16779,51,0
11/17/2023,Arlington,Case Age Group,30-39 Years,13663,100,2
11/17/2023,Arlington,Case Age Group,40-49 Years,9856,133,18
11/17/2023,Arlington,Case Age Group,50-59 Years,7057,192,26
11/17/2023,Arlington,Case Age Group,60-69 Years,4249,229,48
11/17/2023,Arlington,Case Age Group,70-79 Years,2508,285,85
11/17/2023,Arlington,Case Age Group,80+ Years,1559,365,191
11/17/2023,Arlington,Case Age Group,Missing,10,0,0
11/17/2023,Fairfax,Case Age Group,0-9 Years,28246,113,1
11/17/2023,Fairfax,Case Age Group,10-19 Years,32990,75,1
11/17/2023,Fairfax,Case Age Group,20-29 Years,44623,215,8
11/17/2023,Fairfax,Case Age Group,30-39 Years,45992,398,23
11/17/2023,Fairfax,Case Age Group,40-49 Years,42516,613,48
11/17/2023,Fairfax,Case Age Group,50-59 Years,37233,873,137
11/17/2023,Fairfax,Case Age Group,60-69 Years,25515,1007,232
11/17/2023,Fairfax,Case Age Group,70-79 Years,13474,928,378
11/17/2023,Fairfax,Case Age Group,80+ Years,9590,1301,971
11/17/2023,Fairfax,Case Age Group,Missing,26,0,0
11/17/2023,Loudoun,Case Age Group,0-9 Years,11692,66,0
11/17/2023,Loudoun,Case Age Group,10-19 Years,14598,25,2
11/17/2023,Loudoun,Case Age Group,20-29 Years,13868,70,3
11/17/2023,Loudoun,Case Age Group,30-39 Years,16246,155,3
11/17/2023,Loudoun,Case Age Group,40-49 Years,17650,255,13
11/17/2023,Loudoun,Case Age Group,50-59 Years,14927,335,30
11/17/2023,Loudoun,Case Age Group,60-69 Years,7659,325,46
11/17/2023,Loudoun,Case Age Group,70-79 Years,3780,398,100
11/17/2023,Loudoun,Case Age Group,80+ Years,2457,499,255
11/17/2023,Loudoun,Case Age Group,Missing,62,0,0
11/17/2023,Prince William,Case Age Group,0-9 Years,15527,220,0
11/17/2023,Prince William,Case Age Group,10-19 Years,18542,185,0
11/17/2023,Prince William,Case Age Group,20-29 Years,25316,365,10
11/17/2023,Prince William,Case Age Group,30-39 Years,25570,513,26
11/17/2023,Prince William,Case Age Group,40-49 Years,24279,618,46
11/17/2023,Prince William,Case Age Group,50-59 Years,21145,749,107
11/17/2023,Prince William,Case Age Group,60-69 Years,12044,597,196
11/17/2023,Prince William,Case Age Group,70-79 Years,5657,488,231
11/17/2023,Prince William,Case Age Group,80+ Years,2964,364,336
11/17/2023,Prince William,Case Age Group,Missing,186,0,0
11/16/2023,Alexandria,Case Age Group,0-9 Years,5269,17,0
11/16/2023,Alexandria,Case Age Group,10-19 Years,3696,18,0
11/16/2023,Alexandria,Case Age Group,20-29 Years,8440,42,2
11/16/2023,Alexandria,Case Age Group,30-39 Years,11008,102,3
11/16/2023,Alexandria,Case Age Group,40-49 Years,7244,122,13
11/16/2023,Alexandria,Case Age Group,50-59 Years,5281,148,24
11/16/2023,Alexandria,Case Age Group,60-69 Years,3278,157,38
11/16/2023,Alexandria,Case Age Group,70-79 Years,1757,129,59
11/16/2023,Alexandria,Case Age Group,80+ Years,1105,112,95
11/16/2023,Alexandria,Case Age Group,Missing,6,0,0
11/16/2023,Arlington,Case Age Group,0-9 Years,6779,29,1
11/16/2023,Arlington,Case Age Group,10-19 Years,6414,17,0
11/16/2023,Arlington,Case Age Group,20-29 Years,16779,51,0
11/16/2023,Arlington,Case Age Group,30-39 Years,13661,100,2
11/16/2023,Arlington,Case Age Group,40-49 Years,9855,133,18
11/16/2023,Arlington,Case Age Group,50-59 Years,7058,192,26
11/16/2023,Arlington,Case Age Group,60-69 Years,4248,229,48
11/16/2023,Arlington,Case Age Group,70-79 Years,2509,285,85
11/16/2023,Arlington,Case Age Group,80+ Years,1559,366,191
11/16/2023,Arlington,Case Age Group,Missing,10,0,0
11/16/2023,Fairfax,Case Age Group,0-9 Years,28239,113,1
11/16/2023,Fairfax,Case Age Group,10-19 Years,32988,75,1
11/16/2023,Fairfax,Case Age Group,20-29 Years,44605,215,8
11/16/2023,Fairfax,Case Age Group,30-39 Years,45987,398,23
11/16/2023,Fairfax,Case Age Group,40-49 Years,42509,613,48
11/16/2023,Fairfax,Case Age Group,50-59 Years,37226,873,137
11/16/2023,Fairfax,Case Age Group,60-69 Years,25510,1007,232
11/16/2023,Fairfax,Case Age Group,70-79 Years,13466,928,378
11/16/2023,Fairfax,Case Age Group,80+ Years,9577,1299,971
11/16/2023,Fairfax,Case Age Group,Missing,26,0,0
11/16/2023,Loudoun,Case Age Group,0-9 Years,11688,66,0
11/16/2023,Loudoun,Case Age Group,10-19 Years,14596,25,2
11/16/2023,Loudoun,Case Age Group,20-29 Years,13866,70,3
11/16/2023,Loudoun,Case Age Group,30-39 Years,16243,155,3
11/16/2023,Loudoun,Case Age Group,40-49 Years,17643,255,13
11/16/2023,Loudoun,Case Age Group,50-59 Years,14923,335,30
11/16/2023,Loudoun,Case Age Group,60-69 Years,7658,325,46
11/16/2023,Loudoun,Case Age Group,70-79 Years,3777,398,100
11/16/2023,Loudoun,Case Age Group,80+ Years,2454,499,255
11/16/2023,Loudoun,Case Age Group,Missing,62,0,0
11/16/2023,Prince William,Case Age Group,0-9 Years,15524,220,0
11/16/2023,Prince William,Case Age Group,10-19 Years,18534,185,0
11/16/2023,Prince William,Case Age Group,20-29 Years,25315,365,10
11/16/2023,Prince William,Case Age Group,30-39 Years,25562,513,26
11/16/2023,Prince William,Case Age Group,40-49 Years,24273,618,46
11/16/2023,Prince William,Case Age Group,50-59 Years,21136,749,107
11/16/2023,Prince William,Case Age Group,60-69 Years,12041,596,196
11/16/2023,Prince William,Case Age Group,70-79 Years,5654,488,231
11/16/2023,Prince William,Case Age Group,80+ Years,2962,364,336
11/16/2023,Prince William,Case Age Group,Missing,186,0,0
11/15/2023,Alexandria,Case Age Group,0-9 Years,5269,17,0
11/15/2023,Alexandria,Case Age Group,10-19 Years,3695,18,0
11/15/2023,Alexandria,Case Age Group,20-29 Years,8438,42,2
11/15/2023,Alexandria,Case Age Group,30-39 Years,11007,102,3
11/15/2023,Alexandria,Case Age Group,40-49 Years,7243,122,13
11/15/2023,Alexandria,Case Age Group,50-59 Years,5280,148,24
11/15/2023,Alexandria,Case Age Group,60-69 Years,3277,157,38
11/15/2023,Alexandria,Case Age Group,70-79 Years,1756,129,59
11/15/2023,Alexandria,Case Age Group,80+ Years,1105,112,95
11/15/2023,Alexandria,Case Age Group,Missing,6,0,0
11/15/2023,Arlington,Case Age Group,0-9 Years,6778,29,1
11/15/2023,Arlington,Case Age Group,10-19 Years,6412,17,0
11/15/2023,Arlington,Case Age Group,20-29 Years,16778,51,0
11/15/2023,Arlington,Case Age Group,30-39 Years,13662,100,2
11/15/2023,Arlington,Case Age Group,40-49 Years,9854,133,18
11/15/2023,Arlington,Case Age Group,50-59 Years,7053,192,26
11/15/2023,Arlington,Case Age Group,60-69 Years,4247,229,48
11/15/2023,Arlington,Case Age Group,70-79 Years,2509,285,85
11/15/2023,Arlington,Case Age Group,80+ Years,1557,366,191
11/15/2023,Arlington,Case Age Group,Missing,10,0,0
11/15/2023,Fairfax,Case Age Group,0-9 Years,28231,113,1
11/15/2023,Fairfax,Case Age Group,10-19 Years,32984,75,1
11/15/2023,Fairfax,Case Age Group,20-29 Years,44589,215,8
11/15/2023,Fairfax,Case Age Group,30-39 Years,45978,398,23
11/15/2023,Fairfax,Case Age Group,40-49 Years,42502,612,48
11/15/2023,Fairfax,Case Age Group,50-59 Years,37221,873,137
11/15/2023,Fairfax,Case Age Group,60-69 Years,25500,1007,232
11/15/2023,Fairfax,Case Age Group,70-79 Years,13462,928,378
11/15/2023,Fairfax,Case Age Group,80+ Years,9567,1299,971
11/15/2023,Fairfax,Case Age Group,Missing,26,0,0
11/15/2023,Loudoun,Case Age Group,0-9 Years,11680,66,0
11/15/2023,Loudoun,Case Age Group,10-19 Years,14596,25,2
11/15/2023,Loudoun,Case Age Group,20-29 Years,13861,70,3
11/15/2023,Loudoun,Case Age Group,30-39 Years,16230,155,3
11/15/2023,Loudoun,Case Age Group,40-49 Years,17643,255,13
11/15/2023,Loudoun,Case Age Group,50-59 Years,14920,335,30
11/15/2023,Loudoun,Case Age Group,60-69 Years,7656,325,46
11/15/2023,Loudoun,Case Age Group,70-79 Years,3777,398,100
11/15/2023,Loudoun,Case Age Group,80+ Years,2453,499,255
11/15/2023,Loudoun,Case Age Group,Missing,62,0,0
11/15/2023,Prince William,Case Age Group,0-9 Years,15517,220,0
11/15/2023,Prince William,Case Age Group,10-19 Years,18530,185,0
11/15/2023,Prince William,Case Age Group,20-29 Years,25314,365,10
11/15/2023,Prince William,Case Age Group,30-39 Years,25557,513,26
11/15/2023,Prince William,Case Age Group,40-49 Years,24270,618,46
11/15/2023,Prince William,Case Age Group,50-59 Years,21125,749,107
11/15/2023,Prince William,Case Age Group,60-69 Years,12040,596,196
11/15/2023,Prince William,Case Age Group,70-79 Years,5652,488,231
11/15/2023,Prince William,Case Age Group,80+ Years,2962,364,336
11/15/2023,Prince William,Case Age Group,Missing,186,0,0
11/14/2023,Alexandria,Case Age Group,0-9 Years,5268,17,0
11/14/2023,Alexandria,Case Age Group,10-19 Years,3694,18,0
11/14/2023,Alexandria,Case Age Group,20-29 Years,8436,42,2
11/14/2023,Alexandria,Case Age Group,30-39 Years,11002,102,3
11/14/2023,Alexandria,Case Age Group,40-49 Years,7242,122,13
11/14/2023,Alexandria,Case Age Group,50-59 Years,5278,148,24
11/14/2023,Alexandria,Case Age Group,60-69 Years,3277,157,38
11/14/2023,Alexandria,Case Age Group,70-79 Years,1756,129,59
11/14/2023,Alexandria,Case Age Group,80+  Years,1105,112,95
11/14/2023,Alexandria,Case Age Group,Missing,6,0,0
11/14/2023,Arlington,Case Age Group,0-9 Years,6774,29,1
11/14/2023,Arlington,Case Age Group,10-19 Years,6411,17,0
11/14/2023,Arlington,Case Age Group,20-29 Years,16778,51,0
11/14/2023,Arlington,Case Age Group,30-39 Years,13660,100,2
11/14/2023,Arlington,Case Age Group,40-49 Years,9853,133,18
11/14/2023,Arlington,Case Age Group,50-59 Years,7049,192,26
11/14/2023,Arlington,Case Age Group,60-69 Years,4245,229,48
11/14/2023,Arlington,Case Age Group,70-79 Years,2508,285,85
11/14/2023,Arlington,Case Age Group,80+  Years,1555,366,191
11/14/2023,Arlington,Case Age Group,Missing,10,0,0
11/14/2023,Fairfax,Case Age Group,0-9 Years,28223,113,1
11/14/2023,Fairfax,Case Age Group,10-19 Years,32978,75,1
11/14/2023,Fairfax,Case Age Group,20-29 Years,44583,215,8
11/14/2023,Fairfax,Case Age Group,30-39 Years,45972,398,23
11/14/2023,Fairfax,Case Age Group,40-49 Years,42501,612,48
11/14/2023,Fairfax,Case Age Group,50-59 Years,37210,873,137
11/14/2023,Fairfax,Case Age Group,60-69 Years,25500,1007,232
11/14/2023,Fairfax,Case Age Group,70-79 Years,13456,927,378
11/14/2023,Fairfax,Case Age Group,80+  Years,9549,1296,971
11/14/2023,Fairfax,Case Age Group,Missing,26,0,0
11/14/2023,Loudoun,Case Age Group,0-9 Years,11676,66,0
11/14/2023,Loudoun,Case Age Group,10-19 Years,14593,25,2
11/14/2023,Loudoun,Case Age Group,20-29 Years,13861,70,3
11/14/2023,Loudoun,Case Age Group,30-39 Years,16223,154,3
11/14/2023,Loudoun,Case Age Group,40-49 Years,17638,255,13
11/14/2023,Loudoun,Case Age Group,50-59 Years,14917,335,30
11/14/2023,Loudoun,Case Age Group,60-69 Years,7653,325,46
11/14/2023,Loudoun,Case Age Group,70-79 Years,3774,397,100
11/14/2023,Loudoun,Case Age Group,80+  Years,2454,499,255
11/14/2023,Loudoun,Case Age Group,Missing,62,0,0
11/14/2023,Prince William,Case Age Group,0-9 Years,15514,219,0
11/14/2023,Prince William,Case Age Group,10-19 Years,18524,185,0
11/14/2023,Prince William,Case Age Group,20-29 Years,25310,365,10
11/14/2023,Prince William,Case Age Group,30-39 Years,25551,513,26
11/14/2023,Prince William,Case Age Group,40-49 Years,24263,618,46
11/14/2023,Prince William,Case Age Group,50-59 Years,21119,749,107
11/14/2023,Prince William,Case Age Group,60-69 Years,12042,596,196
11/14/2023,Prince William,Case Age Group,70-79 Years,5650,488,231
11/14/2023,Prince William,Case Age Group,80+  Years,2959,364,336
11/14/2023,Prince William,Case Age Group,Missing,186,0,0
11/13/2023,Alexandria,Case Age Group,0-9 Years,5268,17,0
11/13/2023,Alexandria,Case Age Group,10-19 Years,3694,18,0
11/13/2023,Alexandria,Case Age Group,20-29 Years,8436,42,2
11/13/2023,Alexandria,Case Age Group,30-39 Years,11001,102,3
11/13/2023,Alexandria,Case Age Group,40-49 Years,7241,122,13
11/13/2023,Alexandria,Case Age Group,50-59 Years,5277,148,24
11/13/2023,Alexandria,Case Age Group,60-69 Years,3276,157,38
11/13/2023,Alexandria,Case Age Group,70-79 Years,1756,129,59
11/13/2023,Alexandria,Case Age Group,80+  Years,1105,112,95
11/13/2023,Alexandria,Case Age Group,Missing,6,0,0
11/13/2023,Arlington,Case Age Group,0-9 Years,6774,29,1
11/13/2023,Arlington,Case Age Group,10-19 Years,6410,17,0
11/13/2023,Arlington,Case Age Group,20-29 Years,16775,51,0
11/13/2023,Arlington,Case Age Group,30-39 Years,13658,100,2
11/13/2023,Arlington,Case Age Group,40-49 Years,9854,133,18
11/13/2023,Arlington,Case Age Group,50-59 Years,7049,192,26
11/13/2023,Arlington,Case Age Group,60-69 Years,4243,229,48
11/13/2023,Arlington,Case Age Group,70-79 Years,2507,285,85
11/13/2023,Arlington,Case Age Group,80+  Years,1555,366,191
11/13/2023,Arlington,Case Age Group,Missing,10,0,0
11/13/2023,Fairfax,Case Age Group,0-9 Years,28217,113,1
11/13/2023,Fairfax,Case Age Group,10-19 Years,32975,75,1
11/13/2023,Fairfax,Case Age Group,20-29 Years,44570,215,8
11/13/2023,Fairfax,Case Age Group,30-39 Years,45964,398,23
11/13/2023,Fairfax,Case Age Group,40-49 Years,42499,612,48
11/13/2023,Fairfax,Case Age Group,50-59 Years,37204,872,137
